#feid	gene_name	gene_id	pub_ref	pub_desc	organism_id	assay	molecule_assayed	stage	sex	anatomy	expression_uniquename	anatomy_desc	anatomy_id	start_stage_name	start_stage_id	end_stage_name	end_stage_id
136489	E(spl)mgamma-HLH	FBgn0002735	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	ventral head epidermis primordium	FBex0021086	ventral head epidermis primordium	FBbt:00015255	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136490	E(spl)mgamma-HLH	FBgn0002735	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	visual primordium	FBex0021219	visual primordium	FBbt:00001059	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136491	E(spl)mgamma-HLH	FBgn0002735	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	anterior midgut primordium	FBex0015899	anterior midgut primordium	FBbt:00000444	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136492	E(spl)mgamma-HLH	FBgn0002735	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	hindgut proper primordium	FBex0021121	hindgut proper primordium	FBbt:00000441	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136493	E(spl)mgamma-HLH	FBgn0002735	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	pars intercerebralis primordium	FBex0021234	pars intercerebralis primordium	FBbt:00005511	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136494	E(spl)mgamma-HLH	FBgn0002735	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	stomatogastric nervous system primordium	FBex0021222	stomatogastric nervous system primordium	FBbt:00005536	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136495	E(spl)mgamma-HLH	FBgn0002735	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	trunk mesoderm	FBex0021125	trunk mesoderm	FBbt:00000128	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136496	E(spl)mgamma-HLH	FBgn0002735	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic pars intercerebralis	FBex0021106	embryonic pars intercerebralis	FBbt:00005667	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136498	E(spl)mgamma-HLH	FBgn0002735	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic primordium of adult eye	FBex0021297	embryonic primordium of adult eye	FBbt:10005249	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136499	E(spl)mgamma-HLH	FBgn0002735	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic stomatogastric nervous system	FBex0021210	embryonic stomatogastric nervous system	FBbt:00001069	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136500	SrpRalpha	FBgn0010391	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	anterior midgut primordium	FBex0015899	anterior midgut primordium	FBbt:00000444	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136501	SrpRalpha	FBgn0010391	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	dorsal epidermis primordium	FBex0021083	dorsal epidermis primordium	FBbt:00005526	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136502	SrpRalpha	FBgn0010391	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	hindgut proper primordium	FBex0021121	hindgut proper primordium	FBbt:00000441	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136503	SrpRalpha	FBgn0010391	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	posterior midgut primordium	FBex0007507	posterior midgut primordium	FBbt:10005329	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136504	SrpRalpha	FBgn0010391	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	salivary gland body primordium	FBex0021114	salivary gland body primordium	FBbt:00005512	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136505	SrpRalpha	FBgn0010391	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	salivary gland duct primordium	FBex0021340	salivary gland duct primordium	FBbt:00005531	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136506	SrpRalpha	FBgn0010391	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	tracheal primordium	FBex0021201	tracheal primordium	FBbt:00005037	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136507	SrpRalpha	FBgn0010391	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic dorsal epidermis	FBex0021090	embryonic dorsal epidermis	FBbt:00005744	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136508	SrpRalpha	FBgn0010391	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic hindgut	FBex0021139	embryonic hindgut	FBbt:00005630	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136509	SrpRalpha	FBgn0010391	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic ventral epidermis	FBex0021092	embryonic ventral epidermis	FBbt:00005747	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136510	SrpRalpha	FBgn0010391	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval midgut	FBex0021073	embryonic/larval midgut	FBbt:00001882	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136511	SrpRalpha	FBgn0010391	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval salivary gland	FBex0021116	embryonic/larval salivary gland	FBbt:00001878	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136512	SrpRalpha	FBgn0010391	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval salivary gland body	FBex0021117	embryonic/larval salivary gland body	FBbt:00007594	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136513	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	head mesoderm	FBex0021136	head mesoderm	FBbt:00000127	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
136514	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	anterior midgut primordium	FBex0015899	anterior midgut primordium	FBbt:00000444	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136515	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	fat body/gonad primordium	FBex0021198	fat body/gonad primordium	FBbt:00005520	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136516	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	foregut primordium	FBex0015901	foregut primordium	FBbt:00005535	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136517	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	garland cell primordium	FBex0021113	garland cell primordium	FBbt:00005462	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136518	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	hindgut proper primordium	FBex0021121	hindgut proper primordium	FBbt:00000441	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136519	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	posterior midgut primordium	FBex0007507	posterior midgut primordium	FBbt:10005329	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136520	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	salivary gland body primordium	FBex0021114	salivary gland body primordium	FBbt:00005512	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136521	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	tracheal primordium	FBex0021201	tracheal primordium	FBbt:00005037	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136522	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	trunk mesoderm	FBex0021125	trunk mesoderm	FBbt:00000128	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136523	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic dorsal epidermis	FBex0021090	embryonic dorsal epidermis	FBbt:00005744	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136524	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic epipharynx	FBex0021159	embryonic epipharynx	FBbt:00005614	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136525	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic foregut	FBex0021161	embryonic foregut	FBbt:00005606	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136526	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic hindgut	FBex0021139	embryonic hindgut	FBbt:00005630	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136527	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic hypopharynx	FBex0021162	embryonic hypopharynx	FBbt:00005613	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136528	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic proventriculus	FBex0021142	embryonic proventriculus	FBbt:00005607	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136529	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic ventral epidermis	FBex0021092	embryonic ventral epidermis	FBbt:00005747	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136530	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval fat body	FBex0021190	embryonic/larval fat body	FBbt:00001704	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136531	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval midgut	FBex0021073	embryonic/larval midgut	FBbt:00001882	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136532	Tapdelta	FBgn0021795	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval salivary gland	FBex0021116	embryonic/larval salivary gland	FBbt:00001878	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136533	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	anterior endoderm anlage	FBex0021141	anterior endoderm anlage	FBbt:00000210	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
136534	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	head mesoderm	FBex0021133	head mesoderm	FBbt:00000127	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
136535	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	organism	FBex0021111	organism	FBbt:00000001	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
136536	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	posterior endoderm	FBex0016918	posterior endoderm	FBbt:00005560	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
136537	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	trunk mesoderm	FBex0021134	trunk mesoderm	FBbt:00000128	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
136538	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	anterior endoderm	FBex0021135	anterior endoderm	FBbt:00005559	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
136539	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	head mesoderm	FBex0021136	head mesoderm	FBbt:00000127	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
136540	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	organism	FBex0021112	organism	FBbt:00000001	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
136541	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	posterior endoderm	FBex0021137	posterior endoderm	FBbt:00005560	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
136542	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	trunk mesoderm	FBex0021138	trunk mesoderm	FBbt:00000128	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
136543	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	anterior midgut primordium	FBex0015899	anterior midgut primordium	FBbt:00000444	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136544	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	central brain primordium	FBex0021104	central brain primordium	FBbt:00005542	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136545	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	organism	FBex0021124	organism	FBbt:00000001	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136546	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	posterior midgut primordium	FBex0007507	posterior midgut primordium	FBbt:10005329	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136547	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	ventral nerve cord primordium	FBex0017681	ventral nerve cord primordium	FBbt:00005554	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
136548	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic brain	FBex0018564	embryonic brain	FBbt:00001060	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136549	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval midgut	FBex0021073	embryonic/larval midgut	FBbt:00001882	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136550	Sec13	FBgn0024509	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	larval ventral nerve cord	FBex0010025	larval ventral nerve cord	FBbt:00001102	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
136551	Sec61beta	FBgn0010638	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 6	not specified	antennal anlage in statu nascendi	FBex0020865	antennal anlage in statu nascendi	FBbt:00015252	embryonic stage 4	FBdv:00005306	embryonic stage 6	FBdv:00005318
136552	Sec61beta	FBgn0010638	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 6	not specified	dorsal head epidermis anlage in statu nascendi	FBex0020861	dorsal head epidermis anlage in statu nascendi	FBbt:00015249	embryonic stage 4	FBdv:00005306	embryonic stage 6	FBdv:00005318
