speciesId	genus	species	speciesCommonName	displayOrder	genomeFilePath	genomeVersion	dataSourceId	genomeSpeciesId	fakeGeneIdPrefix	keywords	comment
60711	chlorocebus	sabaeus	African green monkey		chlorocebus_sabaeus/Chlorocebus_sabaeus.ChlSab1.1	ChlSab1.1	2	60711		chlsab|agm|vervet monkey|vervet-agm|60711|chlorocebus_sabeus|chlorocebus sabeus|chlorocebus sabaeus|african green monkey|csab|csabaeus	
8010	esox	lucius	northern pike		esox_lucius/Esox_lucius.fEsoLuc1.pri	fEsoLuc1.pri	2	8010			
8508	sphenodon	punctatus	tuatara		sphenodon_punctatus/Sphenodon_punctatus.ASM311381v1	ASM311381v1	2	8508			
9601	pongo	abelii	Sumatran orangutan		pongo_abelii/Pongo_abelii.Susie_PABv2	Susie_PABv2	2	9601		sumatran orangutan|pongo abelii|orangutan|bornean orangutan	
10096	mus	spretus	algerian mouse		mus_spretus/Mus_spretus.SPRET_EiJ_v1	SPRET_EiJ_v1	2	10096		western mediterranean mouse|mus_spretus_spret_eij|mspretus|spreteij	
40151	monodon	monoceros	narwhal		monodon_monoceros/Monodon_monoceros.NGI_Narwhal_1	NGI_Narwhal_1	2	40151			
64144	anabas	testudineus	climbing perch		anabas_testudineus/Anabas_testudineus.fAnaTes1.3	fAnaTes1.3	2	64144			
9483	callithrix	jacchus	white-tufted-ear marmoset		callithrix_jacchus/Callithrix_jacchus.mCalJac1.pat.X	mCalJac1.pat.X	2	9483		white-tufted-ear marmoset|marmoset|callithrix jacchus	
303518	pundamilia	nyererei	Makobe Island cichlid		pundamilia_nyererei/Pundamilia_nyererei.PunNye1.0	PunNye1.0	2	303518			
44394	zonotrichia	albicollis	white-throated sparrow		zonotrichia_albicollis/Zonotrichia_albicollis.Zonotrichia_albicollis-1.0.1	Zonotrichia_albicollis-1.0.1	2	44394			
42254	sorex	araneus	European shrew		sorex_araneus/Sorex_araneus.COMMON_SHREW1	COMMON_SHREW1	2	42254		42254|european shrew|sara|european_shrew|ground_shrew|saraneus|sorara|shrew|sorex araneus	
441215	ursus	thibetanus thibetanus	Asiatic black bear		ursus_thibetanus_thibetanus/Ursus_thibetanus_thibetanus.ASM966005v1	ASM966005v1	2	441215			
257818	otus	sunia	Oriental scops-owl		otus_sunia/Otus_sunia.OtuSun1.0	OtuSun1.0	2	257818			
8478	chrysemys	picta bellii	Western painted turtle		chrysemys_picta_bellii/Chrysemys_picta_bellii.Chrysemys_picta_bellii-3.0.3	Chrysemys_picta_bellii-3.0.3	2	8478			
40217	junco	hyemalis	dark-eyed junco		junco_hyemalis/Junco_hyemalis.ASM382977v1	ASM382977v1	2	40217			
9838	camelus	dromedarius	Arabian camel		camelus_dromedarius/Camelus_dromedarius.CamDro2	CamDro2	2	9838			
445787	leptobrachium	leishanense	Leishan spiny toad		leptobrachium_leishanense/Leptobrachium_leishanense.ASM966780v1	ASM966780v1	2	445787			
48883	geospiza	fortis	medium ground-finch		geospiza_fortis/Geospiza_fortis.GeoFor_1.0	GeoFor_1.0	2	48883			
9315	notamacropus	eugenii	tammar wallaby		notamacropus_eugenii/Notamacropus_eugenii.Meug_1.0	Meug_1.0	2	9315		notamacropus|neugenii|noteug|neug|tammar wallaby|macropuseugenii|macropus_eugenii|meug|maceug|notamacropus eugenii|macropus|9315|macropus eugenii|notamacropuseugenii|wallaby|meugenii	
441366	gouania	willdenowi	blunt-snouted clingfish		gouania_willdenowi/Gouania_willdenowi.fGouWil2.1	fGouWil2.1	2	441366			
48698	poecilia	formosa	Amazon molly		poecilia_formosa/Poecilia_formosa.PoeFor_5.1.2	PoeFor_5.1.2	2	48698		pfor|poefor|48698|amazon molly|poecilia formosa|pformosa	
2593467	malurus cyaneus	samueli	superb fairywren		malurus_cyaneus_samueli/Malurus_cyaneus_samueli.mCya_1.0	mCya_1.0	2	2593467			
9606	homo	sapiens	human		homo_sapiens/Homo_sapiens.GRCh38	GRCh38	2	9606		homo|h_sapiens|homsap|homo sapiens|9606|hsap|enshs|human|hsapiens	
41447	seriola	dumerili	greater amberjack		seriola_dumerili/Seriola_dumerili.Sdu_1.0	Sdu_1.0	2	41447			
9135	serinus	canaria	common canary		serinus_canaria/Serinus_canaria.SCA1	SCA1	2	9135			
7757	petromyzon	marinus	sea lamprey		petromyzon_marinus/Petromyzon_marinus.Pmarinus_7.0	Pmarinus_7.0	2	7757		sea lamprey|7757|pmar|lamprey|petromyzon marinus|petmar|pmarinus	
132908	pteropus	vampyrus	large flying fox		pteropus_vampyrus/Pteropus_vampyrus.pteVam1	pteVam1	2	132908		ptevam|pteropus vampyrus|pvampyrus|large flying fox|132908|pteropusvampyrus|megabat|pvam	
105023	nothobranchius	furzeri	turquoise killifish		nothobranchius_furzeri/Nothobranchius_furzeri.Nfu_20140520	Nfu_20140520	2	105023			
29139	vombatus	ursinus	common wombat		vombatus_ursinus/Vombatus_ursinus.bare-nosed_wombat_genome_assembly	bare-nosed_wombat_genome_assembly	2	29139			
32473	xiphophorus	couchianus	Monterrey platyfish		xiphophorus_couchianus/Xiphophorus_couchianus.Xiphophorus_couchianus-4.0.1	Xiphophorus_couchianus-4.0.1	2	32473			
9994	marmota	marmota marmota	Alpine marmot		marmota_marmota_marmota/Marmota_marmota_marmota.marMar2.1	marMar2.1	2	9994			
8824	apteryx	owenii	little spotted kiwi		apteryx_owenii/Apteryx_owenii.aptOwe1	aptOwe1	2	8824			
10093	mus	pahari	Shrew mouse		mus_pahari/Mus_pahari.PAHARI_EIJ_v1.1	PAHARI_EIJ_v1.1	2	10093		mpah|mus pahari|10093|mpahari|muspah|shrew mouse	
630221	cyprinus	carpio carpio	common carp		cyprinus_carpio_carpio/Cyprinus_carpio_carpio.Cypcar_WagV4.0	Cypcar_WagV4.0	2	630221			
144197	stegastes	partitus	bicolor damselfish		stegastes_partitus/Stegastes_partitus.Stegastes_partitus-1.0.2	Stegastes_partitus-1.0.2	2	144197			
591936	piliocolobus	tephrosceles	Ugandan red Colobus		piliocolobus_tephrosceles/Piliocolobus_tephrosceles.ASM277652v2	ASM277652v2	2	591936			
30461	bubo	bubo	Eurasian eagle-owl		bubo_bubo/Bubo_bubo.BubBub1.0	BubBub1.0	2	30461			
9755	physeter	catodon	sperm whale		physeter_catodon/Physeter_catodon.ASM283717v2	ASM283717v2	2	9755			
181472	salarias	fasciatus	jewelled blenny		salarias_fasciatus/Salarias_fasciatus.fSalaFa1.1	fSalaFa1.1	2	181472			
9565	theropithecus	gelada	gelada		theropithecus_gelada/Theropithecus_gelada.Tgel_1.0	Tgel_1.0	2	9565			
75864	anas	zonorhyncha	Eastern spot-billed duck		anas_zonorhyncha/Anas_zonorhyncha.ASM222487v1	ASM222487v1	2	75864			
181631	stachyris	ruficeps	rufous-capped babbler		stachyris_ruficeps/Stachyris_ruficeps.ASM869450v1	ASM869450v1	2	181631			
409849	periophthalmus	magnuspinnatus	Periophthalmus magnuspinnatus		periophthalmus_magnuspinnatus/Periophthalmus_magnuspinnatus.PM.fa	PM.fa	2	409849			
9049	pavo	cristatus	Indian peafowl		pavo_cristatus/Pavo_cristatus.AIIM_Pcri_1.0	AIIM_Pcri_1.0	2	9049			
51511	ciona	savignyi	Sea squirt Ciona savignyi		ciona_savignyi/Ciona_savignyi.CSAV2.0	CSAV2.0	2	51511		ciona savignyi|sea squirt ciona savignyi|csav|ciosav|c.savignyi|51511|csavignyi	
9555	papio	anubis	olive baboon		papio_anubis/Papio_anubis.Panubis1.0	Panubis1.0	2	9555		olive baboon|papio anubis|doguera baboon|kenya baboon	
13735	pelodiscus	sinensis	Chinese softshell turtle		pelodiscus_sinensis/Pelodiscus_sinensis.PelSin_1.0	PelSin_1.0	2	13735		psinensis|13735|chinese soft shell turtle|p_sinensis|chinese softshell turtle|softshell turtle|pelodiscus sinensis	
99837	spermophilus	dauricus	Daurian ground squirrel		spermophilus_dauricus/Spermophilus_dauricus.ASM240643v1	ASM240643v1	2	99837			
99883	tetraodon	nigroviridis	spotted green pufferfish		tetraodon_nigroviridis/Tetraodon_nigroviridis.TETRAODON8	TETRAODON8	2	99883		tetnig|tnigroviridis|spotted green pufferfish|tetraodon|fresh water pufferfish|tetraodon nigroviridis|99883|tnig	
9103	meleagris	gallopavo	turkey		meleagris_gallopavo/Meleagris_gallopavo.Turkey_5.1	Turkey_5.1	2	9103			
2715852	cebus	imitator	Panamanian white-faced capuchin		cebus_imitator/Cebus_imitator.Cebus_imitator-1.0	Cebus_imitator-1.0	2	2715852		cebus_capucinus	
1220523	zosterops	lateralis melanops	silver-eye		zosterops_lateralis_melanops/Zosterops_lateralis_melanops.ASM128173v1	ASM128173v1	2	1220523			
33528	gambusia	affinis	western mosquitofish		gambusia_affinis/Gambusia_affinis.ASM309773v1	ASM309773v1	2	33528			
8030	salmo	salar	Atlantic salmon		salmo_salar/Salmo_salar.Ssal_v3.1	Ssal_v3.1	2	8030			
62062	hucho	hucho	huchen		hucho_hucho/Hucho_hucho.ASM331708v1	ASM331708v1	2	62062			
8996	numida	meleagris	helmeted guineafowl		numida_meleagris/Numida_meleagris.NumMel1.0	NumMel1.0	2	8996			
9597	pan	paniscus	bonobo		pan_paniscus/Pan_paniscus.panpan1.1	panpan1.1	2	9597			
8128	oreochromis	niloticus	Nile tilapia		oreochromis_niloticus/Oreochromis_niloticus.O_niloticus_UMD_NMBU	O_niloticus_UMD_NMBU	2	8128			
93934	coturnix	japonica	Japanese quail		coturnix_japonica/Coturnix_japonica.Coturnix_japonica_2.0	Coturnix_japonica_2.0	2	93934			
8630	laticauda	laticaudata	blue-ringed sea krait		laticauda_laticaudata/Laticauda_laticaudata.latLat_1.0	latLat_1.0	2	8630			
425635	calidris	pygmaea	Spoon-billed sandpiper		calidris_pygmaea/Calidris_pygmaea.ASM369795v1	ASM369795v1	2	425635			
28743	cyprinodon	variegatus	sheepshead minnow		cyprinodon_variegatus/Cyprinodon_variegatus.C_variegatus-1.0	C_variegatus-1.0	2	28743			
34839	chinchilla	lanigera	Long-tailed chinchilla		chinchilla_lanigera/Chinchilla_lanigera.ChiLan1.0	ChiLan1.0	2	34839		chinchilla lanigera|34839|long-tailed chinchilla|chilan|clanigera|clan	
299321	denticeps	clupeoides	denticle herring		denticeps_clupeoides/Denticeps_clupeoides.fDenClu1.2	fDenClu1.2	2	299321			
74533	panthera	tigris altaica	Tiger		panthera_tigris_altaica/Panthera_tigris_altaica.PanTig1.0	PanTig1.0	2	74533		tiger	
59729	taeniopygia	guttata	zebra finch		taeniopygia_guttata/Taeniopygia_guttata.bTaeGut1_v1.p	bTaeGut1_v1.p	2	59729			
52904	scophthalmus	maximus	turbot		scophthalmus_maximus/Scophthalmus_maximus.ASM1334776v1	ASM1334776v1	2	52904			
51337	jaculus	jaculus	Lesser Egyptian jerboa		jaculus_jaculus/Jaculus_jaculus.JacJac1.0	JacJac1.0	2	51337		jjac|lesser egyptian jerboa|jaculus jaculus|jjaculus|jacjac|51337	
1868482	carlito	syrichta	Philippine tarsier		carlito_syrichta/Carlito_syrichta.Tarsius_syrichta-2.0.1	Tarsius_syrichta-2.0.1	2	1868482		tsyr|carlito syrichta|csyrichta|tarsius_syrichta|tarsiussyrichta|carlitosyrichta|9478|tsyrichta|philippine tarsier|tarsius syrichta|tarsier|csyr|tarsyr|carlito|carsyr	
27687	erpetoichthys	calabaricus	reedfish		erpetoichthys_calabaricus/Erpetoichthys_calabaricus.fErpCal1.1	fErpCal1.1	2	27687			
1240228	cairina	moschata domestica	muscovy Duck (domestic type)		cairina_moschata_domestica/Cairina_moschata_domestica.CaiMos1.0	CaiMos1.0	2	1240228			
9940	ovis	aries	sheep		ovis_aries/Ovis_aries.ARS-UI_Ramb_v2.0	ARS-UI_Ramb_v2.0	2	9940			
9545	macaca	nemestrina	Pig-tailed macaque		macaca_nemestrina/Macaca_nemestrina.Mnem_1.0	Mnem_1.0	2	9545			
37032	suricata	suricatta	meerkat		suricata_suricatta/Suricata_suricatta.meerkat_22Aug2017_6uvM2_HiC	meerkat_22Aug2017_6uvM2_HiC	2	37032			
9913	bos	taurus	cattle		bos_taurus/Bos_taurus.ARS-UCD1.3	ARS-UCD1.3	2	9913		domestic cow|cow|btaurus|cattle|bos taurus|bovine|btau|9913|domestic cattle|bos.tau	
10160	octodon	degus	Degu		octodon_degus/Octodon_degus.OctDeg1.0	OctDeg1.0	2	10160		odegus|10160|degu|odeg|octodon degus|octdeg	
10116	rattus	norvegicus	Norway rat		rattus_norvegicus/Rattus_norvegicus.mRatBN7.2	mRatBN7.2	2	10116		rattus norvegicus|rat	
48701	poecilia	mexicana	shortfin molly		poecilia_mexicana/Poecilia_mexicana.P_mexicana-1.0	P_mexicana-1.0	2	48701			
79684	microtus	ochrogaster	vole		microtus_ochrogaster/Microtus_ochrogaster.MicOch1.0	MicOch1.0	2	79684		m_ochrogaster|microtus ochrogaster|vole|moch|79684|mochrogaster|micoch|pvole|prairie vole	
74940	oncorhynchus	tshawytscha	Chinook salmon		oncorhynchus_tshawytscha/Oncorhynchus_tshawytscha.Otsh_v2.0	Otsh_v2.0	2	74940			
80972	amphiprion	ocellaris	clown anemonefish		amphiprion_ocellaris/Amphiprion_ocellaris.ASM2253959v1	ASM2253959v1	2	80972			
9157	parus	major	Great Tit		parus_major/Parus_major.Parus_major1.1	Parus_major1.1	2	9157			
9054	phasianus	colchicus	Ring-necked pheasant		phasianus_colchicus/Phasianus_colchicus.ASM414374v1	ASM414374v1	2	9054			
7998	ictalurus	punctatus	channel catfish		ictalurus_punctatus/Ictalurus_punctatus.ASM400665v3	ASM400665v3	2	7998			
30464	nothoprocta	perdicaria	Chilean tinamou		nothoprocta_perdicaria/Nothoprocta_perdicaria.notPer1	notPer1	2	30464			
481459	gasterosteus	aculeatus	three-spined stickleback		gasterosteus_aculeatus/Gasterosteus_aculeatus.GAculeatus_UGA_version5	GAculeatus_UGA_version5	2	481459			
9531	cercocebus	atys	Sooty mangabey		cercocebus_atys/Cercocebus_atys.Caty_1.0	Caty_1.0	2	9531			
38626	phascolarctos	cinereus	koala		phascolarctos_cinereus/Phascolarctos_cinereus.phaCin_unsw_v4.1	phaCin_unsw_v4.1	2	38626			
30521	bos	grunniens	domestic yak		bos_grunniens/Bos_grunniens.LU_Bosgru_v3.0	LU_Bosgru_v3.0	2	30521			
56716	cottoperca	gobio	channel bull blenny		cottoperca_gobio/Cottoperca_gobio.fCotGob3.1	fCotGob3.1	2	56716			
321398	lepidothrix	coronata	blue-crowned manakin		lepidothrix_coronata/Lepidothrix_coronata.Lepidothrix_coronata-1.0	Lepidothrix_coronata-1.0	2	321398			
8790	dromaius	novaehollandiae	emu		dromaius_novaehollandiae/Dromaius_novaehollandiae.droNov1	droNov1	2	8790			
9358	choloepus	hoffmanni	Hoffmann's two-fingered sloth		choloepus_hoffmanni/Choloepus_hoffmanni.choHof1	choHof1	2	9358		chof|two-toed sloth|hoffmann's two-fingered sloth|sloth|choloepus|9358|choffmanni|choloepus hoffmanni|chohof|choloepushoffmanni	
194338	athene	cunicularia	burrowing owl		athene_cunicularia/Athene_cunicularia.athCun1	athCun1	2	194338			
61819	amphilophus	citrinellus	Midas cichlid		amphilophus_citrinellus/Amphilophus_citrinellus.Midas_v5	Midas_v5	2	61819			
1328070	prolemur	simus	greater bamboo lemur		prolemur_simus/Prolemur_simus.Prosim_1.0	Prosim_1.0	2	1328070			
104782	adineta	vaga	Rotifer		adineta_vaga/Adineta_vaga.AMS_PRJEB1171_v1	AMS_PRJEB1171_v1	24	104782			
135651	caenorhabditis	brenneri	Nematode		caenorhabditis_brenneri/Caenorhabditis_brenneri.C_brenneri-6.0.1b	C_brenneri-6.0.1b	24	135651			
139723	anopheles	culicifacies	Mosquito		anopheles_culicifacies/Anopheles_culicifacies.AculA1	AculA1	24	139723			
62324	anopheles	funestus	African malaria mosquito		anopheles_funestus/Anopheles_funestus.AfunF3	AfunF3	24	62324			
6183	schistosoma	mansoni	Flatworm		schistosoma_mansoni/Schistosoma_mansoni.Smansoni_v7	Smansoni_v7	24	6183			
139649	teleopsis	dalmanni	Malaysian stalk-eyed fly		teleopsis_dalmanni/Teleopsis_dalmanni.ASM223713v2	ASM223713v2	24	139649			
85433	hymenolepis	microstoma	Rodent tapeworm		hymenolepis_microstoma/Hymenolepis_microstoma.HMN_v3	HMN_v3	24	85433			
32264	tetranychus	urticae	Two-spotted spider mite		tetranychus_urticae/Tetranychus_urticae.ASM23943v1	ASM23943v1	24	32264			
52283	sarcoptes	scabiei	Itch mite		sarcoptes_scabiei/Sarcoptes_scabiei.ASM1459567v1	ASM1459567v1	24	52283			
45351	nematostella	vectensis	Starlet sea anemone		nematostella_vectensis/Nematostella_vectensis.ASM20922v1	ASM20922v1	24	45351			
6238	caenorhabditis	briggsae	Nematode		caenorhabditis_briggsae/Caenorhabditis_briggsae.CB4	CB4	24	6238			
7200	lutzomyia	longipalpis	Sand fly		lutzomyia_longipalpis/Lutzomyia_longipalpis.LlonJ1	LlonJ1	24	7200			
69004	anopheles	farauti	Mosquito		anopheles_farauti/Anopheles_farauti.AfarF2	AfarF2	24	69004			
6945	ixodes	scapularis	Black-legged tick		ixodes_scapularis/Ixodes_scapularis.IscaW1	IscaW1	24	6945			
79782	cimex	lectularius	Bed bug		cimex_lectularius/Cimex_lectularius.Clec_2.0	Clec_2.0	24	79782			
7070	tribolium	castaneum	Red flour beetle		tribolium_castaneum/Tribolium_castaneum.Tcas5.2	Tcas5.2	24	7070			
179676	culicoides	sonorensis	Biting midge		culicoides_sonorensis/Culicoides_sonorensis.Cson1	Cson1	24	179676			
7167	anopheles	albimanus	Mosquito		anopheles_albimanus/Anopheles_albimanus.AalbS2	AalbS2	24	7167			
7217	drosophila	ananassae	Fruit fly		drosophila_ananassae/Drosophila_ananassae.dana_caf1	dana_caf1	24	7217			
34506	strongyloides	ratti	Threadworm		strongyloides_ratti/Strongyloides_ratti.S_ratti_ED321_v5_0_4	S_ratti_ED321_v5_0_4	24	34506			
7160	aedes	albopictus	Asian tiger mosquito		aedes_albopictus/Aedes_albopictus.AaloF1	AaloF1	24	7160			
7165	anopheles	gambiae	African malaria mosquito		anopheles_gambiae/Anopheles_gambiae.AgamP4	AgamP4	24	7165		a.gam|a. gambiae|agam	
7230	drosophila	mojavensis	Fruit fly		drosophila_mojavensis/Drosophila_mojavensis.dmoj_caf1	dmoj_caf1	24	7230			
136037	zootermopsis	nevadensis	Nevada dampwood termite		zootermopsis_nevadensis/Zootermopsis_nevadensis.ZooNev1.0	ZooNev1.0	24	136037			
217634	anoplophora	glabripennis	Asian long-horned beetle		anoplophora_glabripennis/Anoplophora_glabripennis.Agla_2.0	Agla_2.0	24	217634			
158441	folsomia	candida	Springtail		folsomia_candida/Folsomia_candida.ASM221717v1	ASM221717v1	24	158441			
7668	strongylocentrotus	purpuratus	Purple sea urchin		strongylocentrotus_purpuratus/Strongylocentrotus_purpuratus.Spur_5.0	Spur_5.0	24	7668			
7740	branchiostoma	lanceolatum	Amphioxus		branchiostoma_lanceolatum/Branchiostoma_lanceolatum.BraLan2	BraLan2	24	7740			
407821	stegodyphus	mimosarum	African social velvet spider		stegodyphus_mimosarum/Stegodyphus_mimosarum.Stegodyphus_mimosarum_v1	Stegodyphus_mimosarum_v1	24	407821			
13686	solenopsis	invicta	Red fire ant		solenopsis_invicta/Solenopsis_invicta.UNIL_Sinv_3.0	UNIL_Sinv_3.0	24	13686			
43151	anopheles	darlingi	American malaria mosquito		anopheles_darlingi/Anopheles_darlingi.AdarC3	AdarC3	24	43151			
7220	drosophila	erecta	Fruit fly		drosophila_erecta/Drosophila_erecta.dere_caf1	dere_caf1	24	7220			
669202	thelohanellus	kitauei	Myxozoan endoparasite		thelohanellus_kitauei/Thelohanellus_kitauei.ASM82789v1	ASM82789v1	24	669202			
6279	brugia	malayi	Nematode		brugia_malayi/Brugia_malayi.Bmal-4.0	Bmal-4.0	24	6279			
7240	drosophila	simulans	Fruit fly		drosophila_simulans/Drosophila_simulans.ASM75419v3	ASM75419v3	24	7240			
34691	anopheles	quadriannulatus	Mosquito		anopheles_quadriannulatus/Anopheles_quadriannulatus.AquaS1	AquaS1	24	34691			
7425	nasonia	vitripennis	Jewel wasp		nasonia_vitripennis/Nasonia_vitripennis.Nvit_psr_1.1	Nvit_psr_1.1	24	7425			
442651	hofstenia	miamia	Panther worm		hofstenia_miamia/Hofstenia_miamia.HmiaM1	HmiaM1	24	442651			
199890	anopheles	epiroticus	Mosquito		anopheles_epiroticus/Anopheles_epiroticus.AepiE1	AepiE1	24	199890			
7209	loa	loa	Eye worm		loa_loa/Loa_loa.Loa_loa_V3	Loa_loa_V3	24	7209			
36166	megaselia	scalaris	Coffin fly		megaselia_scalaris/Megaselia_scalaris.Msca1	Msca1	24	36166			
30066	anopheles	merus	Mosquito		anopheles_merus/Anopheles_merus.AmerM2	AmerM2	24	30066			
299467	leptotrombidium	deliense	Harvest mite		leptotrombidium_deliense/Leptotrombidium_deliense.LdelU1	LdelU1	24	299467			
74869	anopheles	maculatus	Mosquito		anopheles_maculatus/Anopheles_maculatus.AmacM1	AmacM1	24	74869			
126957	strigamia	maritima	Soil centipede		strigamia_maritima/Strigamia_maritima.Smar1	Smar1	24	126957			
74873	anopheles	sinensis	Mosquito		anopheles_sinensis/Anopheles_sinensis.AsinS2	AsinS2	24	74873			
7222	drosophila	grimshawi	Fruit fly		drosophila_grimshawi/Drosophila_grimshawi.dgri_caf1	dgri_caf1	24	7222			
34740	heliconius	melpomene	Postman butterfly		heliconius_melpomene/Heliconius_melpomene.Hmel1	Hmel1	24	34740			
37546	glossina	morsitans	Tsetse fly		glossina_morsitans/Glossina_morsitans.GmorY1	GmorY1	24	37546			
39758	mayetiola	destructor	Hessian fly		mayetiola_destructor/Mayetiola_destructor.Mdes_1.0	Mdes_1.0	24	39758			
67801	glossina	palpalis	Tsetse fly		glossina_palpalis/Glossina_palpalis.GpapI1	GpapI1	24	67801			
7260	drosophila	willistoni	Fruit fly		drosophila_willistoni/Drosophila_willistoni.dwil_caf1	dwil_caf1	24	7260			
7238	drosophila	sechellia	Fruit fly		drosophila_sechellia/Drosophila_sechellia.dsec_caf1	dsec_caf1	24	7238			
7375	lucilia	cuprina	Australian sheep blowfly		lucilia_cuprina/Lucilia_cuprina.ASM118794v1	ASM118794v1	24	7375			
7173	anopheles	arabiensis	Mosquito		anopheles_arabiensis/Anopheles_arabiensis.AaraD1	AaraD1	24	7173			
7398	glossina	pallidipes	Tsetse fly		glossina_pallidipes/Glossina_pallidipes.GpalI1	GpalI1	24	7398			
112268	anopheles	minimus	Mosquito		anopheles_minimus/Anopheles_minimus.AminM1	AminM1	24	112268			
12957	atta	cephalotes	Leaf-cutter ant		atta_cephalotes/Atta_cephalotes.Attacep1.0	Attacep1.0	24	12957			
7091	bombyx	mori	Domestic silkworm		bombyx_mori/Bombyx_mori.Bmori_2016v1.0	Bmori_2016v1.0	24	7091			
7370	musca	domestica	House fly		musca_domestica/Musca_domestica.MdomA1	MdomA1	24	7370			
281687	caenorhabditis	japonica	Nematode		caenorhabditis_japonica/Caenorhabditis_japonica.C_japonica-7.0.1	C_japonica-7.0.1	24	281687			
6282	onchocerca	volvulus	Nematode		onchocerca_volvulus/Onchocerca_volvulus.ASM49940v2	ASM49940v2	24	6282			
30195	bombus	terrestris	Buff-tailed bumblebee		bombus_terrestris/Bombus_terrestris.Bter_1.0	Bter_1.0	24	30195			
7460	apis	mellifera	Honey bee		apis_mellifera/Apis_mellifera.Amel_HAv3.1	Amel_HAv3.1	24	7460			
46245	drosophila	pseudoobscura	Fruit fly		drosophila_pseudoobscura/Drosophila_pseudoobscura.Dpse_3.0	Dpse_3.0	24	46245			
315563	belgica	antarctica	Antarctic midge		belgica_antarctica/Belgica_antarctica.ASM77530v1	ASM77530v1	24	315563			
70415	trichuris	muris	Nematode		trichuris_muris/Trichuris_muris.TMUE3.0	TMUE3.0	24	70415			
13249	rhodnius	prolixus	Kissing bug		rhodnius_prolixus/Rhodnius_prolixus.RproC3	RproC3	24	13249			
48709	orchesella	cincta	Springtail		orchesella_cincta/Orchesella_cincta.ASM171814v1	ASM171814v1	24	48709			
6253	ascaris	suum	Pig roundworm		ascaris_suum/Ascaris_suum.ASM18702v3	ASM18702v3	24	6253			
37001	glossina	brevipalpis	Tsetse fly		glossina_brevipalpis/Glossina_brevipalpis.GbreI1	GbreI1	24	37001			
132113	bombus	impatiens	Common eastern bumblebee		bombus_impatiens/Bombus_impatiens.BIMP_2.2	BIMP_2.2	24	132113			
10228	trichoplax	adhaerens	Placozoa		trichoplax_adhaerens/Trichoplax_adhaerens.ASM15027v1	ASM15027v1	24	10228			
7244	drosophila	virilis	Fruit fly		drosophila_virilis/Drosophila_virilis.dvir_caf1	dvir_caf1	24	7244			
121224	pediculus	humanus	Human body louse		pediculus_humanus/Pediculus_humanus.PhumU2	PhumU2	24	121224			
6334	trichinella	spiralis	Pork worm		trichinella_spiralis/Trichinella_spiralis.Tspiralis1	Tspiralis1	24	6334			
283909	capitella	teleta	Bristle worm		capitella_teleta/Capitella_teleta.Capitella_teleta_v1.0	Capitella_teleta_v1.0	24	283909			
7234	drosophila	persimilis	Fruit fly		drosophila_persimilis/Drosophila_persimilis.dper_caf1	dper_caf1	24	7234			
1518534	anopheles	coluzzii	Mosquito		anopheles_coluzzii/Anopheles_coluzzii.AcolM1	AcolM1	24	1518534			
35570	stomoxys	calcitrans	Stable fly		stomoxys_calcitrans/Stomoxys_calcitrans.ScalU1	ScalU1	24	35570			
7396	glossina	fuscipes	Tsetse fly		glossina_fuscipes/Glossina_fuscipes.Yale_Gfus_2	Yale_Gfus_2	24	7396			
29159	crassostrea	gigas	Pacific oyster		crassostrea_gigas/Crassostrea_gigas.cgigas_uk_roslin_v1	cgigas_uk_roslin_v1	24	29159			
30069	anopheles	stephensi	Asian malaria mosquito		anopheles_stephensi/Anopheles_stephensi.AsteS1	AsteS1	24	30069			
54126	pristionchus	pacificus	Nematode		pristionchus_pacificus/Pristionchus_pacificus.El_Paco_fix	El_Paco_fix	24	54126			
34690	anopheles	melas	Mosquito		anopheles_melas/Anopheles_melas.AmelC2	AmelC2	24	34690			
29031	phlebotomus	papatasi	Sand fly		phlebotomus_papatasi/Phlebotomus_papatasi.PpapI1	PpapI1	24	29031			
27923	mnemiopsis	leidyi	Warty comb jelly		mnemiopsis_leidyi/Mnemiopsis_leidyi.MneLei_Aug2011	MneLei_Aug2011	24	27923			
7176	culex	quinquefasciatus	Southern house mosquito		culex_quinquefasciatus/Culex_quinquefasciatus.CpipJ2	CpipJ2	24	7176			
7395	glossina	austeni	Tsetse fly		glossina_austeni/Glossina_austeni.GausT1	GausT1	24	7395			
43041	anopheles	christyi	Mosquito		anopheles_christyi/Anopheles_christyi.AchrA1	AchrA1	24	43041			
6412	helobdella	robusta	Freshwater leech		helobdella_robusta/Helobdella_robusta.Helro1	Helro1	24	6412			
31234	caenorhabditis	remanei	Nematode		caenorhabditis_remanei/Caenorhabditis_remanei.C_remanei-15.0.1	C_remanei-15.0.1	24	31234			
225164	lottia	gigantea	Owl limpet		lottia_gigantea/Lottia_gigantea.Lotgi1	Lotgi1	24	225164			
7168	anopheles	dirus	Mosquito		anopheles_dirus/Anopheles_dirus.AdirW1	AdirW1	24	7168			
1965070	dinothrombium	tinctorium	Red velvet mite		dinothrombium_tinctorium/Dinothrombium_tinctorium.DtinU1	DtinU1	24	1965070			
6526	biomphalaria	glabrata	Bloodfluke planorb		biomphalaria_glabrata/Biomphalaria_glabrata.BglaB1	BglaB1	24	6526			
278856	danaus	plexippus	Monarch butterfly		danaus_plexippus/Danaus_plexippus.Dplex_v4	Dplex_v4	24	278856			
