libraryId	cutoffTPM	proportionGenicPresent	numberGenicPresent	numberGenic	proportionCodingPresent	numberPresentCoding	numberCoding	proportionIntergenicPresent	numberIntergenicPresent	numberIntergenic	pValueCutoff	meanIntergenic	sdIntergenic	speciesId
SRX3807137	5.40172	4.73318806060913	3736	78932	10.1212964804136	2036	20116	0	0	47386	0.05	4.32650981856473	3.1097086916725	9606
SRX3807138	0.79143	4.7091167080525	3717	78932	10.60847086896	2134	20116	0	0	47386	0.05	3.3134976525298	3.05837593651628	9606
SRX3807139	2.95024	4.68251152891096	3696	78932	10.5885862000398	2130	20116	0	0	47386	0.05	3.43502473004046	3.24680717890144	9606
SRX3807140	1.0051e-07	4.46460244260883	3524	78932	11.7269834957248	2359	20116	0	0	47386	0.05	2.61002081489443	2.24907318946589	9606
SRX3807141	4.04198	4.14787411949526	3274	78932	8.52058063233247	1714	20116	0	0	47386	0.05	3.70006566582326	3.29742719992938	9606
SRX3807142	2.49901	3.9223635534384	3096	78932	8.01352157486578	1612	20116	0	0	47386	0.05	3.20960096539762	3.24038696857425	9606
SRX3807143	0.251871	5.14873562053413	4064	78932	11.8612050109366	2386	20116	0	0	47386	0.05	1.65848506286309	2.84571487642903	9606
SRX3807144	3.884	4.84340951705265	3823	78932	10.533903360509	2119	20116	0	0	47386	0.05	3.28593927947702	3.19813669478594	9606
SRX3807145	2.38571	4.26443014240105	3366	78932	8.91827401073772	1794	20116	0	0	47386	0.05	3.5036833901829	3.14027601140497	9606
SRX3807146	0.770426	5.29443064916637	4179	78932	12.7162457745079	2558	20116	0	0	47386	0.05	3.6203800288569	2.88752605852347	9606
SRX3807147	1.51781	5.01824355141134	3961	78932	11.1801551004176	2249	20116	0	0	47386	0.05	2.77710120338712	3.12911221660182	9606
SRX3807148	7.97712	5.4819338164496	4327	78932	11.3790017896202	2289	20116	0	0	47386	0.05	4.34568864978705	3.23383564602991	9606
SRX3807149	1.29223	4.98403689251508	3934	78932	11.0757605885862	2228	20116	0	0	47386	0.05	2.32260355445572	3.09989878970045	9606
