sample_accession	experiment_id	library_id	run_accession	read_count	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	submitted_ftp
SAMEA9301106	ERP130174	ERX5783675	ERR6146851	2065212	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/001/ERR6146851/ERR6146851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/001/ERR6146851/ERR6146851_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146851/FCA_P33_female_fatbody_I4_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146851/FCA_P33_female_fatbody_I4_L004_R2.fastq.gz
SAMEA9301131	ERP130174	ERX5783700	ERR6146876	937796	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/006/ERR6146876/ERR6146876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/006/ERR6146876/ERR6146876_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146876/FCA_P33_female_fatbody_J5_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146876/FCA_P33_female_fatbody_J5_L004_R2.fastq.gz
SAMEA9301201	ERP130174	ERX5783769	ERR6146945	629536	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/005/ERR6146945/ERR6146945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/005/ERR6146945/ERR6146945_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146945/FCA_P33_female_fatbody_M2_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146945/FCA_P33_female_fatbody_M2_L004_R2.fastq.gz
SAMEA9300907	ERP130174	ERX5783476	ERR6146652	1567480	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/002/ERR6146652/ERR6146652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/002/ERR6146652/ERR6146652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146652/FCA_P33_female_fatbody_A20_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146652/FCA_P33_female_fatbody_A20_L004_R2.fastq.gz
SAMEA9300955	ERP130174	ERX5783524	ERR6146700	1056104	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/000/ERR6146700/ERR6146700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/000/ERR6146700/ERR6146700_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146700/FCA_P33_female_fatbody_C20_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146700/FCA_P33_female_fatbody_C20_L004_R2.fastq.gz
SAMEA9301009	ERP130174	ERX5783578	ERR6146754	1157570	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/004/ERR6146754/ERR6146754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/004/ERR6146754/ERR6146754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146754/FCA_P33_female_fatbody_E3_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146754/FCA_P33_female_fatbody_E3_L004_R2.fastq.gz
SAMEA9301055	ERP130174	ERX5783624	ERR6146800	849062	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/000/ERR6146800/ERR6146800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/000/ERR6146800/ERR6146800_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146800/FCA_P33_female_fatbody_G24_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146800/FCA_P33_female_fatbody_G24_L004_R2.fastq.gz
SAMEA9301060	ERP130174	ERX5783629	ERR6146805	2094990	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/005/ERR6146805/ERR6146805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/005/ERR6146805/ERR6146805_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146805/FCA_P33_female_fatbody_G6_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146805/FCA_P33_female_fatbody_G6_L004_R2.fastq.gz
SAMEA9301092	ERP130174	ERX5783661	ERR6146837	334928	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/007/ERR6146837/ERR6146837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/007/ERR6146837/ERR6146837_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146837/FCA_P33_female_fatbody_I14_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146837/FCA_P33_female_fatbody_I14_L004_R2.fastq.gz
SAMEA9301111	ERP130174	ERX5783679	ERR6146855	2059486	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/005/ERR6146855/ERR6146855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/005/ERR6146855/ERR6146855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146855/FCA_P33_female_fatbody_I8_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146855/FCA_P33_female_fatbody_I8_L004_R2.fastq.gz
SAMEA9301114	ERP130174	ERX5783683	ERR6146859	1593366	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/009/ERR6146859/ERR6146859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/009/ERR6146859/ERR6146859_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146859/FCA_P33_female_fatbody_J12_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146859/FCA_P33_female_fatbody_J12_L004_R2.fastq.gz
SAMEA9301137	ERP130174	ERX5783706	ERR6146882	2810908	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/002/ERR6146882/ERR6146882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/002/ERR6146882/ERR6146882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146882/FCA_P33_female_fatbody_K11_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146882/FCA_P33_female_fatbody_K11_L004_R2.fastq.gz
SAMEA9301145	ERP130174	ERX5783714	ERR6146890	2348622	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/000/ERR6146890/ERR6146890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/000/ERR6146890/ERR6146890_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146890/FCA_P33_female_fatbody_K19_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146890/FCA_P33_female_fatbody_K19_L004_R2.fastq.gz
SAMEA9301215	ERP130174	ERX5783783	ERR6146959	628592	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/009/ERR6146959/ERR6146959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/009/ERR6146959/ERR6146959_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146959/FCA_P33_female_fatbody_N16_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146959/FCA_P33_female_fatbody_N16_L004_R2.fastq.gz
SAMEA9301256	ERP130174	ERX5783824	ERR6147000	1090262	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/000/ERR6147000/ERR6147000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/000/ERR6147000/ERR6147000_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147000/FCA_P33_female_fatbody_O9_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147000/FCA_P33_female_fatbody_O9_L004_R2.fastq.gz
SAMEA9301274	ERP130174	ERX5783842	ERR6147018	3281330	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/008/ERR6147018/ERR6147018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/008/ERR6147018/ERR6147018_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147018/FCA_P33_female_fatbody_P3_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147018/FCA_P33_female_fatbody_P3_L004_R2.fastq.gz
SAMEA9301303	ERP130174	ERX5783871	ERR6147047	6452906	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/007/ERR6147047/ERR6147047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/007/ERR6147047/ERR6147047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147047/FCA_P34_female_fatbody_A8_L002_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147047/FCA_P34_female_fatbody_A8_L002_R2.fastq.gz
SAMEA9301314	ERP130174	ERX5783882	ERR6147058	6016860	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/008/ERR6147058/ERR6147058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/008/ERR6147058/ERR6147058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147058/FCA_P34_female_fatbody_B19_L002_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147058/FCA_P34_female_fatbody_B19_L002_R2.fastq.gz
SAMEA9301315	ERP130174	ERX5783883	ERR6147059	7834074	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/009/ERR6147059/ERR6147059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/009/ERR6147059/ERR6147059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147059/FCA_P34_female_fatbody_B1_L002_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147059/FCA_P34_female_fatbody_B1_L002_R2.fastq.gz
SAMEA9301353	ERP130174	ERX5783919	ERR6147095	13123596	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/005/ERR6147095/ERR6147095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/005/ERR6147095/ERR6147095_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147095/FCA_P34_female_fatbody_C8_L002_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147095/FCA_P34_female_fatbody_C8_L002_R2.fastq.gz
SAMEA9301368	ERP130174	ERX5783936	ERR6147112	6754232	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/002/ERR6147112/ERR6147112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/002/ERR6147112/ERR6147112_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147112/FCA_P34_female_fatbody_D24_L002_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147112/FCA_P34_female_fatbody_D24_L002_R2.fastq.gz
SAMEA9301412	ERP130174	ERX5783980	ERR6147156	1934946	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/006/ERR6147156/ERR6147156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/006/ERR6147156/ERR6147156_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147156/FCA_P34_female_fatbody_F20_L002_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147156/FCA_P34_female_fatbody_F20_L002_R2.fastq.gz
SAMEA9301433	ERP130174	ERX5784001	ERR6147177	1523604	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/007/ERR6147177/ERR6147177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/007/ERR6147177/ERR6147177_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147177/FCA_P34_female_fatbody_G18_L002_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147177/FCA_P34_female_fatbody_G18_L002_R2.fastq.gz
SAMEA9301475	ERP130174	ERX5784043	ERR6147219	3576256	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/009/ERR6147219/ERR6147219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/009/ERR6147219/ERR6147219_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147219/FCA_P34_female_fatbody_I12_L002_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147219/FCA_P34_female_fatbody_I12_L002_R2.fastq.gz
SAMEA9301523	ERP130174	ERX5784091	ERR6147267	5946402	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/007/ERR6147267/ERR6147267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/007/ERR6147267/ERR6147267_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147267/FCA_P34_female_fatbody_K12_L002_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147267/FCA_P34_female_fatbody_K12_L002_R2.fastq.gz
SAMEA9301530	ERP130174	ERX5784098	ERR6147274	9429708	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/004/ERR6147274/ERR6147274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/004/ERR6147274/ERR6147274_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147274/FCA_P34_female_fatbody_K19_L002_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147274/FCA_P34_female_fatbody_K19_L002_R2.fastq.gz
SAMEA9301571	ERP130174	ERX5784139	ERR6147315	2978050	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/005/ERR6147315/ERR6147315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/005/ERR6147315/ERR6147315_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147315/FCA_P34_female_fatbody_M12_L002_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147315/FCA_P34_female_fatbody_M12_L002_R2.fastq.gz
SAMEA9301629	ERP130174	ERX5784197	ERR6147373	12113514	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/003/ERR6147373/ERR6147373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/003/ERR6147373/ERR6147373_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147373/FCA_P34_female_fatbody_O21_L002_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147373/FCA_P34_female_fatbody_O21_L002_R2.fastq.gz
SAMEA9300942	ERP130174	ERX5783510	ERR6146686	2393288	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/006/ERR6146686/ERR6146686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/006/ERR6146686/ERR6146686_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146686/FCA_P33_female_fatbody_B7_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146686/FCA_P33_female_fatbody_B7_L004_R2.fastq.gz
SAMEA9300941	ERP130174	ERX5783511	ERR6146687	790652	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/007/ERR6146687/ERR6146687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/007/ERR6146687/ERR6146687_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146687/FCA_P33_female_fatbody_B8_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146687/FCA_P33_female_fatbody_B8_L004_R2.fastq.gz
SAMEA9301003	ERP130174	ERX5783572	ERR6146748	1504082	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/008/ERR6146748/ERR6146748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/008/ERR6146748/ERR6146748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146748/FCA_P33_female_fatbody_E20_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146748/FCA_P33_female_fatbody_E20_L004_R2.fastq.gz
SAMEA9301039	ERP130174	ERX5783608	ERR6146784	558274	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/004/ERR6146784/ERR6146784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/004/ERR6146784/ERR6146784_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146784/FCA_P33_female_fatbody_F9_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146784/FCA_P33_female_fatbody_F9_L004_R2.fastq.gz
SAMEA9301071	ERP130174	ERX5783640	ERR6146816	1730774	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/006/ERR6146816/ERR6146816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/006/ERR6146816/ERR6146816_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146816/FCA_P33_female_fatbody_H17_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146816/FCA_P33_female_fatbody_H17_L004_R2.fastq.gz
SAMEA9301117	ERP130174	ERX5783686	ERR6146862	2009718	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/002/ERR6146862/ERR6146862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/002/ERR6146862/ERR6146862_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146862/FCA_P33_female_fatbody_J15_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146862/FCA_P33_female_fatbody_J15_L004_R2.fastq.gz
SAMEA9301280	ERP130174	ERX5783848	ERR6147024	860414	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/004/ERR6147024/ERR6147024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/004/ERR6147024/ERR6147024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147024/FCA_P33_female_fatbody_P9_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147024/FCA_P33_female_fatbody_P9_L004_R2.fastq.gz
SAMEA9301444	ERP130174	ERX5784012	ERR6147188	6678834	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/008/ERR6147188/ERR6147188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/008/ERR6147188/ERR6147188_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147188/FCA_P34_female_fatbody_G5_L002_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147188/FCA_P34_female_fatbody_G5_L002_R2.fastq.gz
SAMEA9301641	ERP130174	ERX5784209	ERR6147385	12677864	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/005/ERR6147385/ERR6147385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/005/ERR6147385/ERR6147385_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147385/FCA_P34_female_fatbody_P10_L002_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6147385/FCA_P34_female_fatbody_P10_L002_R2.fastq.gz
SAMEA9300913	ERP130174	ERX5783482	ERR6146658	856236	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/008/ERR6146658/ERR6146658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/008/ERR6146658/ERR6146658_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146658/FCA_P33_female_fatbody_A3_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146658/FCA_P33_female_fatbody_A3_L004_R2.fastq.gz
SAMEA9300917	ERP130174	ERX5783486	ERR6146662	2161714	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/002/ERR6146662/ERR6146662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/002/ERR6146662/ERR6146662_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146662/FCA_P33_female_fatbody_A7_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146662/FCA_P33_female_fatbody_A7_L004_R2.fastq.gz
SAMEA9300961	ERP130174	ERX5783530	ERR6146706	397456	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/006/ERR6146706/ERR6146706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/006/ERR6146706/ERR6146706_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146706/FCA_P33_female_fatbody_C3_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146706/FCA_P33_female_fatbody_C3_L004_R2.fastq.gz
SAMEA9300967	ERP130174	ERX5783536	ERR6146712	1791696	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/002/ERR6146712/ERR6146712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/002/ERR6146712/ERR6146712_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146712/FCA_P33_female_fatbody_C9_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146712/FCA_P33_female_fatbody_C9_L004_R2.fastq.gz
SAMEA9300970	ERP130174	ERX5783539	ERR6146715	2357270	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/005/ERR6146715/ERR6146715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/005/ERR6146715/ERR6146715_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146715/FCA_P33_female_fatbody_D12_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146715/FCA_P33_female_fatbody_D12_L004_R2.fastq.gz
SAMEA9300983	ERP130174	ERX5783552	ERR6146728	449248	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/008/ERR6146728/ERR6146728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/008/ERR6146728/ERR6146728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146728/FCA_P33_female_fatbody_D24_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146728/FCA_P33_female_fatbody_D24_L004_R2.fastq.gz
SAMEA9300984	ERP130174	ERX5783553	ERR6146729	2455326	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/009/ERR6146729/ERR6146729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/009/ERR6146729/ERR6146729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146729/FCA_P33_female_fatbody_D2_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146729/FCA_P33_female_fatbody_D2_L004_R2.fastq.gz
SAMEA9300988	ERP130174	ERX5783557	ERR6146733	346404	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/003/ERR6146733/ERR6146733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR614/003/ERR6146733/ERR6146733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146733/FCA_P33_female_fatbody_D6_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR614/ERR6146733/FCA_P33_female_fatbody_D6_L004_R2.fastq.gz
