libraryId	experimentId	cellTypeName	cellTypeId	speciesId	platform	protocol	protocolType	libraryType	infoOrgan	stageId	anatId	sex	strain	readLength	genotype	organism
ERX1226684	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226685	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226686	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226687	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226688	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226689	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226690	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226691	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226692	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226693	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226694	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226695	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226696	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226697	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226698	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226699	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226700	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226701	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226702	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226703	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226704	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226705	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226706	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226707	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226708	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226709	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226710	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226711	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226712	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226713	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226714	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226715	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226716	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226717	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226718	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226719	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226720	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226721	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226722	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226723	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226724	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226725	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
ERX1226726	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	Adapted Smart-Seq2	Full-length	SINGLE	distal half of the embryo	MmusDv:0000014	UBERON:0000922		CD-1	125		Mus_musculus
